name,city,cuisines,rating,budget_tier,address,vegetarian,source
Dal Roti,Kochi,North Indian | Mughlai,4.4,Rs 500-2000,"Lily Street, Fort Kochi",Yes,https://wibest.in/restaurants/kochi/
Solar Cafe,Kochi,Cafe | Vegan,4.3,Rs 500-2000,Fort Kochi,Yes,https://wibest.in/restaurants/kochi/
History Restaurant,Kochi,Kerala | Continental,4.4,Rs 2000+,"Brunton Boatyard, Fort Kochi",Yes,https://wibest.in/restaurants/kochi/
Kashi Art Gallery Cafe,Kochi,Cafe | Continental,4.3,Rs 500-2000,Mattancherry,Yes,https://wibest.in/restaurants/kochi/
Avocado Restaurant,Kochi,Continental | Family,4.2,Rs 500-2000,Panampilly Nagar,Yes,https://wibest.in/restaurants/kochi/
Chillies Restaurant,Kochi,Chinese | Asian,4.3,Rs 500-2000,Panampilly Nagar,Yes,https://wibest.in/restaurants/kochi/
Le Colonial Kochi,Kochi,Continental | Asian,4.4,Rs 2000+,"Forte Kochi, Fort Kochi",Yes,https://wibest.in/restaurants/kochi/
Saffron Crowne Plaza,Kochi,North Indian | Mughlai,4.3,Rs 500-2000,"Crowne Plaza, Kundannoor",Yes,https://wibest.in/restaurants/kochi/
Ginger House,Kochi,Kerala | Seafood,4.3,Rs 500-2000,"Heritage Arts, Jew Town",Yes,https://wibest.in/restaurants/kochi/
Arca Nova,Kochi,Seafood | Continental,4.3,Rs 2000+,"Old Harbour Hotel, Fort Kochi",Yes,https://wibest.in/restaurants/kochi/
Wahid Biryani,Lucknow,Mughlai | Biryani,4.3,Rs 500-2000,Aminabad,Yes,https://wibest.in/restaurants/lucknow/
Mubeen's,Lucknow,Mughlai | Kebabs,4.2,Rs 500-2000,Aminabad,Yes,https://wibest.in/restaurants/lucknow/
Rahim's Kulcha Nihari,Lucknow,Mughlai | Kebabs,4.4,Under Rs 500,Chowk,Yes,https://wibest.in/restaurants/lucknow/
Prakash Kulfi,Lucknow,Desserts | Sweets,4.5,Under Rs 500,Aminabad,Yes,https://wibest.in/restaurants/lucknow/
Ram Asrey,Lucknow,Sweets | Desserts,4.5,Under Rs 500,Hazratganj,Yes,https://wibest.in/restaurants/lucknow/
Sakhawat,Lucknow,Mughlai | Kebabs,4.2,Rs 500-2000,Husainganj,Yes,https://wibest.in/restaurants/lucknow/
Naushijaan,Lucknow,Mughlai | Biryani,4.3,Rs 500-2000,Hazratganj,Yes,https://wibest.in/restaurants/lucknow/
Lalla Biryani,Lucknow,Biryani | Mughlai,4.1,Under Rs 500,"Akbari Gate, Chowk",Yes,https://wibest.in/restaurants/lucknow/
Bhola Ki Lassi,Lucknow,Street Food,4.4,Under Rs 500,Chowk,Yes,https://wibest.in/restaurants/lucknow/
Indian Coffee House Lucknow,Lucknow,South Indian | Cafe,4.1,Under Rs 500,Hazratganj,Yes,https://wibest.in/restaurants/lucknow/
Tundey Kababi,Lucknow,Mughlai | Kebabs,4.3,Rs 500-2000,Aminabad,Yes,https://wibest.in/restaurants/lucknow/
Falaknuma Lucknow,Lucknow,North Indian | Mughlai | Fine Dining,4.3,Rs 2000+,"Clarks Avadh, Hazratganj",Yes,https://wibest.in/restaurants/lucknow/
The Mughals Dastarkhwan,Lucknow,Mughlai | Kebabs,4.2,Rs 500-2000,Gomti Nagar,Yes,https://wibest.in/restaurants/lucknow/
Azrak,Lucknow,Mughlai | Fine Dining,4.4,Rs 2000+,"Lebua, Hazratganj",Yes,https://wibest.in/restaurants/lucknow/
Barbeque Nation Lucknow,Lucknow,BBQ | North Indian,4.3,Rs 2000+,Gomti Nagar,Yes,https://wibest.in/restaurants/lucknow/
Cafe Repertwahr,Lucknow,Cafe | Continental,4.4,Rs 500-2000,Gomti Nagar,Yes,https://wibest.in/restaurants/lucknow/
Mocha Hazratganj,Lucknow,Cafe | Italian,4.2,Rs 500-2000,Hazratganj,Yes,https://wibest.in/restaurants/lucknow/
Pind Balluchi Lucknow,Lucknow,North Indian | Punjabi,4.0,Rs 500-2000,Gomti Nagar,Yes,https://wibest.in/restaurants/lucknow/
Mainland China Lucknow,Lucknow,Chinese | Asian,4.3,Rs 2000+,Hazratganj,Yes,https://wibest.in/restaurants/lucknow/
Big Bowl,Lucknow,Chinese | Asian,4.1,Rs 500-2000,Gomti Nagar,Yes,https://wibest.in/restaurants/lucknow/
Cravvings Patisserie,Lucknow,Bakery | Desserts,4.5,Rs 500-2000,Gomti Nagar,Yes,https://wibest.in/restaurants/lucknow/
Chowk by Vineet Bhatia,Lucknow,Modern Indian | Fine Dining,4.4,Rs 2000+,"Renaissance, Vibhuti Khand",Yes,https://wibest.in/restaurants/lucknow/
The Hazratganj Social,Lucknow,North Indian | Continental | Bar,4.2,Rs 500-2000,Hazratganj,Yes,https://wibest.in/restaurants/lucknow/
Sharma Ji Ki Chai,Lucknow,Cafe | Street Food,4.3,Under Rs 500,Lalbagh,Yes,https://wibest.in/restaurants/lucknow/
Backpackers Cafe,Chandigarh,Cafe | Continental,4.4,Rs 500-2000,Sector 9,Yes,https://wibest.in/restaurants/chandigarh/
Pirates of Grill,Chandigarh,BBQ | North Indian,4.3,Rs 2000+,Elante Mall,Yes,https://wibest.in/restaurants/chandigarh/
Hops n Grains,Chandigarh,Brewery | Continental,4.3,Rs 2000+,Sector 26,Yes,https://wibest.in/restaurants/chandigarh/
Gopal Sweets,Chandigarh,Sweets | North Indian,4.3,Under Rs 500,Sector 35,Yes,https://wibest.in/restaurants/chandigarh/
Sindhi Sweets,Chandigarh,Sweets | Street Food,4.2,Under Rs 500,Sector 17,Yes,https://wibest.in/restaurants/chandigarh/
Bhoj Chandigarh,Chandigarh,North Indian | Family,4.3,Rs 500-2000,Sector 22,Yes,https://wibest.in/restaurants/chandigarh/
Saffron JW Marriott,Chandigarh,North Indian | Mughlai | Fine Dining,4.4,Rs 2000+,"JW Marriott, Sector 35",Yes,https://wibest.in/restaurants/chandigarh/
Black Lotus Taj,Chandigarh,Pan-Asian | Chinese | Fine Dining,4.4,Rs 2000+,"Taj, Sector 17",Yes,https://wibest.in/restaurants/chandigarh/
Garlic and Greens,Chandigarh,Mediterranean | Italian,4.5,Rs 2000+,Sector 26,Yes,https://wibest.in/restaurants/chandigarh/
The Brew Estate,Chandigarh,Brewery | Continental,4.3,Rs 2000+,Sector 26,Yes,https://wibest.in/restaurants/chandigarh/
Brewmaster,Chandigarh,Brewery | North Indian,4.2,Rs 2000+,Sector 26,Yes,https://wibest.in/restaurants/chandigarh/
Olive Garden Panchkula,Chandigarh,North Indian | Continental,4.2,Rs 500-2000,"Sector 5, Panchkula",Yes,https://wibest.in/restaurants/chandigarh/
Mehfil Chandigarh,Chandigarh,North Indian | Mughlai,4.1,Rs 500-2000,Sector 17,Yes,https://wibest.in/restaurants/chandigarh/
Khyber Chandigarh,Chandigarh,North Indian | Mughlai,4.2,Rs 2000+,Sector 35,Yes,https://wibest.in/restaurants/chandigarh/
Barbeque Nation Chandigarh,Chandigarh,BBQ | North Indian,4.3,Rs 2000+,Sector 26,Yes,https://wibest.in/restaurants/chandigarh/
Sagar Ratna Chandigarh,Chandigarh,South Indian | Vegetarian,4.0,Rs 500-2000,Sector 17,Yes,https://wibest.in/restaurants/chandigarh/
Yellow Chilli,Chandigarh,North Indian | Mughlai,4.2,Rs 500-2000,Elante Mall,Yes,https://wibest.in/restaurants/chandigarh/
The Willow Cafe,Chandigarh,Cafe | Continental,4.4,Rs 500-2000,Sector 9,Yes,https://wibest.in/restaurants/chandigarh/
Cafe JCs,Chandigarh,Cafe | Italian,4.4,Rs 500-2000,Sector 7,Yes,https://wibest.in/restaurants/chandigarh/
Tehal Singh's Chicken,Chandigarh,North Indian | Punjabi,4.2,Rs 500-2000,Sector 23,Yes,https://wibest.in/restaurants/chandigarh/
Katani Dhaba,Chandigarh,North Indian | Punjabi,4.3,Under Rs 500,Sector 28,Yes,https://wibest.in/restaurants/chandigarh/
Peddlers,Chandigarh,Continental | North Indian,4.2,Rs 500-2000,Sector 35,Yes,https://wibest.in/restaurants/chandigarh/
Swagath Chandigarh,Chandigarh,South Indian | Coastal,4.3,Rs 2000+,Sector 26,Yes,https://wibest.in/restaurants/chandigarh/
Underdoggs Sports Bar,Chandigarh,Continental | Bar | Pub,4.2,Rs 2000+,Elante Mall,Yes,https://wibest.in/restaurants/chandigarh/
Sri Subbayya Gari Hotel,Visakhapatnam,Andhra | South Indian,4.3,Rs 500-2000,Dwaraka Nagar,Yes,https://wibest.in/restaurants/visakhapatnam/
Fishermen's Wharf,Visakhapatnam,Seafood | Coastal,4.4,Rs 2000+,Beach Road,Yes,https://wibest.in/restaurants/visakhapatnam/
Eat Street,Visakhapatnam,Street Food | Family,4.2,Rs 500-2000,Beach Road,Yes,https://wibest.in/restaurants/visakhapatnam/
Sahari Restaurant,Visakhapatnam,Andhra | Biryani,4.3,Rs 500-2000,MVP Colony,Yes,https://wibest.in/restaurants/visakhapatnam/
Raju Gari Dhaba,Visakhapatnam,Andhra | South Indian,4.2,Rs 500-2000,Madhurawada,Yes,https://wibest.in/restaurants/visakhapatnam/
Tenali Ramakrishna,Visakhapatnam,Andhra | Biryani,4.1,Rs 500-2000,Dwaraka Nagar,Yes,https://wibest.in/restaurants/visakhapatnam/
Kakatiya Restaurant,Visakhapatnam,Andhra | Hyderabadi,4.2,Rs 500-2000,Daba Gardens,Yes,https://wibest.in/restaurants/visakhapatnam/
Paradise Biryani Vizag,Visakhapatnam,Biryani | Hyderabadi,4.2,Rs 500-2000,Siripuram,Yes,https://wibest.in/restaurants/visakhapatnam/
Bay Leaf Novotel,Visakhapatnam,North Indian | Continental | Fine Dining,4.4,Rs 2000+,"Novotel, Beach Road",Yes,https://wibest.in/restaurants/visakhapatnam/
The Square Novotel,Visakhapatnam,North Indian | South Indian | Family,4.4,Rs 2000+,"Novotel, Beach Road",Yes,https://wibest.in/restaurants/visakhapatnam/
Infinity The Park,Visakhapatnam,North Indian | Continental | Family,4.3,Rs 2000+,"The Park, Beach Road",Yes,https://wibest.in/restaurants/visakhapatnam/
Aqua The Park,Visakhapatnam,Continental | Mediterranean | Fine Dining,4.3,Rs 2000+,"The Park, Beach Road",Yes,https://wibest.in/restaurants/visakhapatnam/
Spice 6,Visakhapatnam,North Indian | Asian | Fine Dining,4.3,Rs 2000+,"Radisson Blu, Rushikonda",Yes,https://wibest.in/restaurants/visakhapatnam/
Dakshin Chola,Visakhapatnam,South Indian | Andhra,4.2,Rs 500-2000,Dwaraka Nagar,Yes,https://wibest.in/restaurants/visakhapatnam/
Pinnacle Revolving Restaurant,Visakhapatnam,North Indian | Continental | Fine Dining,4.2,Rs 2000+,"Daspalla Hotel, Suryabagh",Yes,https://wibest.in/restaurants/visakhapatnam/
Hotel Daspalla,Visakhapatnam,Andhra | North Indian,4.1,Rs 500-2000,Suryabagh,Yes,https://wibest.in/restaurants/visakhapatnam/
Ten Downing Street,Visakhapatnam,Continental | Bar | Pub,4.2,Rs 2000+,Beach Road,Yes,https://wibest.in/restaurants/visakhapatnam/
Sea View Restaurant,Visakhapatnam,Seafood | Family,4.1,Rs 500-2000,Ramakrishna Beach,Yes,https://wibest.in/restaurants/visakhapatnam/
Flying Spaghetti Monster,Visakhapatnam,Italian | Cafe,4.4,Rs 500-2000,Beach Road,Yes,https://wibest.in/restaurants/visakhapatnam/
Cafe Coast 2 Coast,Visakhapatnam,Cafe | Continental,4.3,Rs 500-2000,Siripuram,Yes,https://wibest.in/restaurants/visakhapatnam/
Tiki Bar and Kitchen,Visakhapatnam,Asian | Continental | Bar,4.3,Rs 2000+,Beach Road,Yes,https://wibest.in/restaurants/visakhapatnam/
Nautica Welcomhotel,Visakhapatnam,Continental | Asian | Fine Dining,4.2,Rs 2000+,"Welcomhotel, Beach Road",Yes,https://wibest.in/restaurants/visakhapatnam/
Ulavacharu Vizag,Visakhapatnam,Andhra | Biryani,4.3,Rs 500-2000,Siripuram,Yes,https://wibest.in/restaurants/visakhapatnam/
Ginger Cafe,Visakhapatnam,Cafe | Continental,4.1,Rs 500-2000,Asilmetta,Yes,https://wibest.in/restaurants/visakhapatnam/
Wind & Waves,Bhopal,Multi-Cuisine | Lakeside | Indian,4.5,Rs 500-2000,"Boat Club Road, Shyamla Hills",Yes,https://wibest.in/restaurants/bhopal/
Under The Mango Tree,Bhopal,North Indian | Mughlai | Continental,4.4,Rs 500-2000,"Jehan Numa Palace Hotel, Shamla Hills",Yes,https://wibest.in/restaurants/bhopal/
La Kuchina,Bhopal,Italian | Pizza | Pasta,4.3,Rs 500-2000,"Plot 30, Press Complex, MP Nagar",No,https://wibest.in/restaurants/bhopal/
Bapu Ki Kutia,Bhopal,North Indian | Vegetarian | Thali,4.4,Under Rs 500,"DB Mall, Arera Hills",No,https://wibest.in/restaurants/bhopal/
Manohar Dairy & Restaurant,Bhopal,South Indian | Vegetarian | Sweets,4.5,Under Rs 500,"Hamidia Road, opposite Bharat Talkies",No,https://wibest.in/restaurants/bhopal/
Filfora,Bhopal,Lebanese | Mediterranean | Cafe,4.4,Rs 500-2000,"E-3/85, Arera Colony",No,https://wibest.in/restaurants/bhopal/
Spice Bazaar,Bhopal,Bhopali | Mughlai | Biryani,4.3,Rs 500-2000,"Hotel Lake View Ashok, Shamla Hills",Yes,https://wibest.in/restaurants/bhopal/
New Inn Cafe,Bhopal,Cafe | Continental | Italian,4.2,Under Rs 500,"Plot 31, Zone-II, MP Nagar",No,https://wibest.in/restaurants/bhopal/
Sagar Gaire,Bhopal,North Indian | Chinese | Fast Food,4.3,Under Rs 500,"Bittan Market, Arera Colony",No,https://wibest.in/restaurants/bhopal/
Indian Coffee House,Bhopal,South Indian | Cafe | Snacks,4.4,Under Rs 500,"Ahmedabad Palace, New Market",No,https://wibest.in/restaurants/bhopal/
Zero Degrees,Nagpur,Multi-Cuisine | Continental | Indian,4.4,Rs 500-2000,"Centre Point Hotel, Ramdaspeth",Yes,https://wibest.in/restaurants/nagpur/
Haldiram's Thaba,Nagpur,North Indian | Sweets | Vegetarian,4.5,Under Rs 500,"Wardha Road, Pratap Nagar",No,https://wibest.in/restaurants/nagpur/
Krishnum,Nagpur,North Indian | Mughlai | Tandoor,4.4,Rs 500-2000,"Ramdaspeth, opposite IMA Hall",No,https://wibest.in/restaurants/nagpur/
The Gondwana,Nagpur,Saoji | Vidarbha | Spicy,4.5,Rs 500-2000,"Hotel Tuli Imperial, Central Bazaar Road",Yes,https://wibest.in/restaurants/nagpur/
Ashoka Hotel,Nagpur,Saoji | North Indian | Mutton,4.4,Under Rs 500,"Trimurti Nagar, Khamla",No,https://wibest.in/restaurants/nagpur/
Barbeque Nation,Nagpur,Multi-Cuisine | Buffet | Grill,4.3,Rs 500-2000,"Empress City Mall, Pratap Nagar",No,https://wibest.in/restaurants/nagpur/
Ranjit Hotel,Nagpur,Maharashtrian | North Indian | Thali,4.4,Under Rs 500,Sitabuldi Main Road,No,https://wibest.in/restaurants/nagpur/
Cafe Coffee Bean & Tea Leaf,Nagpur,Cafe | Continental | Desserts,4.2,Rs 500-2000,"Eternity Mall, Sitabuldi",No,https://wibest.in/restaurants/nagpur/
Sahil Restaurant,Nagpur,Saoji | Mutton | Local,4.5,Under Rs 500,"Mominpura, Old City",No,https://wibest.in/restaurants/nagpur/
Mr Beans Cafe,Nagpur,Cafe | Italian | Continental,4.4,Rs 500-2000,"Dharampeth, near Maharaj Bagh",No,https://wibest.in/restaurants/nagpur/
Vinayaka Mylari,Mysore,South Indian | Dosa | Breakfast,4.6,Under Rs 500,"Nazarbad, opposite Mysore Race Club",No,https://wibest.in/restaurants/mysore/
Hotel RRR,Mysore,Andhra | South Indian | Meals,4.5,Under Rs 500,"Gandhi Square, Chamrajpura",No,https://wibest.in/restaurants/mysore/
Lalith Mahal Palace Dining Hall,Mysore,Multi-Cuisine | Heritage | Continental,4.4,Rs 2000+,"Lalitha Mahal Palace Hotel, T Narasipura Road",Yes,https://wibest.in/restaurants/mysore/
Hanumanthu Mess,Mysore,Mangalorean | Seafood | Chicken,4.5,Under Rs 500,"Salem Street, Mandi Mohalla",No,https://wibest.in/restaurants/mysore/
Olive Garden,Mysore,Italian | Continental | Cafe,4.3,Rs 500-2000,"Ramanuja Road, Yadavagiri",No,https://wibest.in/restaurants/mysore/
Le Olive Garden,Mysore,Multi-Cuisine | Continental | Garden Dining,4.4,Rs 500-2000,"Plot 113, KRS Road",No,https://wibest.in/restaurants/mysore/
Mahesh Prasad,Mysore,South Indian | Vegetarian | Thali,4.4,Under Rs 500,"Sayyaji Rao Road, Devaraja Mohalla",No,https://wibest.in/restaurants/mysore/
Tiger Trail,Mysore,North Indian | Mughlai | Multi-Cuisine,4.5,Rs 2000+,"Royal Orchid Metropole, JLB Road",Yes,https://wibest.in/restaurants/mysore/
Old House,Mysore,Cafe | Continental | Italian,4.4,Rs 500-2000,"Vinoba Road, Jayalakshmipuram",No,https://wibest.in/restaurants/mysore/
GTR (Gayatri Tiffin Room),Mysore,South Indian | Dosa | Breakfast,4.5,Under Rs 500,"Krishnamurthypuram, behind Mysuru Palace",No,https://wibest.in/restaurants/mysore/
Mandap,Vadodara,Gujarati | Thali | Vegetarian,4.5,Rs 500-2000,"Welcomhotel by ITC, RC Dutt Road",Yes,https://wibest.in/restaurants/vadodara/
Canopy,Vadodara,Multi-Cuisine | Continental | Buffet,4.4,Rs 500-2000,"Vivanta Vadodara, Akota Gardens",Yes,https://wibest.in/restaurants/vadodara/
Sayaji Sweets & Restaurant,Vadodara,Gujarati | Sweets | Vegetarian,4.5,Under Rs 500,"Sayajigunj, near railway station",No,https://wibest.in/restaurants/vadodara/
Rajdhani Thali,Vadodara,Gujarati | Rajasthani | Thali,4.4,Rs 500-2000,"Inorbit Mall, Gotri Road",No,https://wibest.in/restaurants/vadodara/
Mahalaxmi Bhojanalay,Vadodara,Gujarati | Thali | Home-Style,4.6,Under Rs 500,"Raopura, opposite Nyay Mandir",No,https://wibest.in/restaurants/vadodara/
Kalyan Restaurant,Vadodara,Punjabi | North Indian | Tandoor,4.4,Rs 500-2000,"Race Course Circle, Alkapuri",No,https://wibest.in/restaurants/vadodara/
Cafe Goodness,Vadodara,Cafe | Healthy | Continental,4.5,Rs 500-2000,"Old Padra Road, Akota",No,https://wibest.in/restaurants/vadodara/
Peshawri,Vadodara,North West Frontier | Tandoor | Fine Dining,4.5,Rs 2000+,"Welcomhotel by ITC, RC Dutt Road",Yes,https://wibest.in/restaurants/vadodara/
Hari Krishna,Vadodara,South Indian | Vegetarian | Dosa,4.4,Under Rs 500,"Sayajigunj, opposite Express Hotel",No,https://wibest.in/restaurants/vadodara/
Black Taj,Vadodara,Mughlai | North Indian | Biryani,4.3,Rs 500-2000,"Fatehgunj, opposite EME Temple",No,https://wibest.in/restaurants/vadodara/
Bansi Vihar,Patna,North Indian | Vegetarian | Thali,4.5,Rs 500-2000,"Boring Road, Shrikrishna Nagar",No,https://wibest.in/restaurants/patna/
Chacha Ki Hotel,Patna,Bihari | Litti Chokha | Local,4.6,Under Rs 500,"Boring Road, near Panchmukhi Hanuman Mandir",No,https://wibest.in/restaurants/patna/
Kabila,Patna,Multi-Cuisine | Mughlai | Tandoor,4.4,Rs 500-2000,"Hotel Maurya, South Gandhi Maidan",Yes,https://wibest.in/restaurants/patna/
Pind Balluchi,Patna,Punjabi | North Indian | Tandoor,4.3,Rs 500-2000,Patliputra Industrial Estate,No,https://wibest.in/restaurants/patna/
Takshila,Patna,North Indian | Continental | Multi-Cuisine,4.5,Rs 2000+,"Hotel Maurya, South Gandhi Maidan",Yes,https://wibest.in/restaurants/patna/
Mainland China,Patna,Chinese | Asian | Pan-Asian,4.4,Rs 500-2000,"Maurya Lok Complex, Dak Bungalow Road",No,https://wibest.in/restaurants/patna/
Litti Hub,Patna,Bihari | Litti Chokha | Street Food,4.5,Under Rs 500,"Frazer Road, near Heritage Hotel",No,https://wibest.in/restaurants/patna/
Cafe Coffee Day The Square,Patna,Cafe | Continental | Desserts,4.2,Rs 500-2000,"Boring Canal Road, near Panchmukhi Mandir",No,https://wibest.in/restaurants/patna/
Banaras Restaurant,Patna,North Indian | Banarasi | Vegetarian,4.4,Under Rs 500,"Exhibition Road, Gandhi Maidan",No,https://wibest.in/restaurants/patna/
Nirvana Restaurant,Patna,Multi-Cuisine | Mughlai | Tandoor,4.3,Rs 500-2000,"Lemon Tree Hotel, Frazer Road",Yes,https://wibest.in/restaurants/patna/
Jharokha,Bhopal,North Indian | Mughlai | Awadhi,4.4,Rs 500-2000,"Hotel Noor Us Sabah Palace, V I P Road",Yes,https://wibest.in/restaurants/bhopal/
The Reds,Bhopal,Continental | Italian | Cafe,4.2,Rs 500-2000,"Plot 14, MP Nagar Zone-1",No,https://wibest.in/restaurants/bhopal/
Nukkad Bhopal,Bhopal,Street Food | Chaat | North Indian,4.4,Under Rs 500,"DB Mall, Arera Hills",No,https://wibest.in/restaurants/bhopal/
Cafe Mocha,Bhopal,Cafe | Continental | Italian,4.3,Rs 500-2000,"DB City Mall, Arera Hills",No,https://wibest.in/restaurants/bhopal/
Naan Stop,Bhopal,North Indian | Mughlai | Tandoor,4.3,Rs 500-2000,"Plot 36, Press Complex, MP Nagar",No,https://wibest.in/restaurants/bhopal/
7 Spice Restaurant,Nagpur,North Indian | Mughlai | Multi-Cuisine,4.4,Rs 500-2000,"Wardha Road, Pratap Nagar",No,https://wibest.in/restaurants/nagpur/
Vidarbha Saoji,Nagpur,Saoji | Maharashtrian | Mutton,4.4,Under Rs 500,"Khamla Road, near MIDC",No,https://wibest.in/restaurants/nagpur/
Naivedyam Nagpur,Nagpur,South Indian | Vegetarian | Dosa,4.3,Under Rs 500,"Dharampeth, Shankar Nagar Square",Yes,https://wibest.in/restaurants/nagpur/
The Orchid Cafe,Nagpur,Continental | Italian | Cafe,4.3,Rs 500-2000,"The Orchid Hotel, Pratap Nagar",No,https://wibest.in/restaurants/nagpur/
Anand Bhandar,Nagpur,Maharashtrian | Vegetarian | Thali,4.4,Under Rs 500,"Mahal, near Cotton Market",Yes,https://wibest.in/restaurants/nagpur/
Hotel Mahesh Prasad Annex,Mysore,South Indian | Vegetarian | Andhra,4.3,Under Rs 500,"Sayyaji Rao Road, Devaraja Mohalla",Yes,https://wibest.in/restaurants/mysore/
Cosmo Village Restaurant,Mysore,Multi-Cuisine | Continental | Indian,4.2,Rs 500-2000,"Hyderali Road, Yadavagiri",No,https://wibest.in/restaurants/mysore/
Depth N Green,Mysore,Continental | Italian | Cafe,4.3,Rs 500-2000,"Vinoba Road, Jayalakshmipuram",No,https://wibest.in/restaurants/mysore/
Mylari Original,Mysore,South Indian | Dosa | Breakfast,4.5,Under Rs 500,Nazarbad Main Road,No,https://wibest.in/restaurants/mysore/
Park Lane Hotel,Mysore,Multi-Cuisine | Continental | Indian,4.3,Rs 500-2000,"2716 Sri Harsha Road, Lashkar Mohalla",No,https://wibest.in/restaurants/mysore/
Hocco Eatery,Vadodara,Continental | Italian | Cafe,4.4,Rs 500-2000,"Race Course Circle, Alkapuri",No,https://wibest.in/restaurants/vadodara/
Volga Restaurant,Vadodara,North Indian | Mughlai | Tandoor,4.3,Rs 500-2000,"Sayajigunj, near railway station",No,https://wibest.in/restaurants/vadodara/
Real Veg,Vadodara,Gujarati | Vegetarian | Multi-Cuisine,4.3,Rs 500-2000,"Inorbit Mall, Gotri Road",Yes,https://wibest.in/restaurants/vadodara/
Cafe Brera,Vadodara,Italian | Continental | Cafe,4.4,Rs 500-2000,"Old Padra Road, Akota",No,https://wibest.in/restaurants/vadodara/
Punjabi Adda,Vadodara,Punjabi | North Indian | Tandoor,4.2,Rs 500-2000,"Sun Pharma Road, Atladara",No,https://wibest.in/restaurants/vadodara/
Anandi Vatika,Patna,North Indian | Vegetarian | Multi-Cuisine,4.3,Rs 500-2000,"Boring Road, Patliputra Colony",Yes,https://wibest.in/restaurants/patna/
Hare Krishna Restaurant,Patna,South Indian | Vegetarian | Dosa,4.3,Under Rs 500,"Boring Canal Road, opposite Panchmukhi Hanuman Mandir",Yes,https://wibest.in/restaurants/patna/
Pinky Palace,Patna,Bihari | Mutton | Champaran,4.4,Under Rs 500,"Patna Junction Area, near GPO",No,https://wibest.in/restaurants/patna/
Cafe Coffee Day Maurya Lok,Patna,Cafe | Continental | Desserts,4.1,Rs 500-2000,"Maurya Lok Complex, Dak Bungalow Road",No,https://wibest.in/restaurants/patna/
Nukkadwala Patna,Patna,Street Food | Chaat | Bihari,4.4,Under Rs 500,"Boring Road, opposite Panchmukhi Hanuman",No,https://wibest.in/restaurants/patna/
Sasumaa,Surat,Gujarati | Thali | Vegetarian,4.5,Rs 500-2000,"Citylight Road, Athwa",Yes,https://wibest.in/restaurants/surat/
Kansar Gujarati Thali,Surat,Gujarati | Thali | Vegetarian,4.4,Rs 500-2000,"Surat Marriott Hotel, Athwa Lines",Yes,https://wibest.in/restaurants/surat/
Surati Locho King,Surat,Gujarati | Surati | Street Food,4.5,Under Rs 500,"Lal Darwaja, Bhagal",Yes,https://wibest.in/restaurants/surat/
Coal Barbecues,Surat,Multi-Cuisine | Buffet | Grill,4.3,Rs 500-2000,"VR Mall, Dumas Road",No,https://wibest.in/restaurants/surat/
Dholu Maharaj,Surat,Gujarati | Surati | Snacks,4.4,Under Rs 500,"Chowk Bazaar, near Old City",Yes,https://wibest.in/restaurants/surat/
Royal Albert Hotel,Surat,North Indian | Continental | Multi-Cuisine,4.3,Rs 500-2000,"Vesu Main Road, near Surat Diamond Bourse",No,https://wibest.in/restaurants/surat/
Pure South Indian Restaurant,Surat,South Indian | Vegetarian | Dosa,4.4,Under Rs 500,"Nanpura, opposite Saiba Hospital",Yes,https://wibest.in/restaurants/surat/
Cafe Hosh,Surat,Cafe | Continental | Italian,4.4,Rs 500-2000,"Citylight Road, Parle Point",No,https://wibest.in/restaurants/surat/
Sufiyana,Surat,Mughlai | North Indian | Biryani,4.3,Rs 500-2000,"Adajan Patia, opposite Hari Krishna Diamonds",No,https://wibest.in/restaurants/surat/
Jugaadi Adda,Surat,North Indian | Continental | Cafe,4.3,Rs 500-2000,"Piplod, near LP Savani School",No,https://wibest.in/restaurants/surat/
Giri Manja's,Mangalore,Mangalorean | Seafood | Konkani,4.6,Rs 500-2000,"Bunder, near Old Port",No,https://wibest.in/restaurants/mangalore/
Machali,Mangalore,Mangalorean | Seafood | Coastal,4.5,Rs 500-2000,"Maximus Mall, Light House Hill Road",No,https://wibest.in/restaurants/mangalore/
Ocean Pearl,Mangalore,Mangalorean | Continental | Seafood,4.4,Rs 2000+,"Hotel Ocean Pearl, Navabharath Circle",Yes,https://wibest.in/restaurants/mangalore/
Hao Ming,Mangalore,Chinese | Pan-Asian | Cantonese,4.4,Rs 500-2000,"Bharath Mall, Bejai",No,https://wibest.in/restaurants/mangalore/
Spindrift,Mangalore,Multi-Cuisine | Continental | Cafe,4.4,Rs 500-2000,"Goldfinch Hotel, Bunts Hostel Road",No,https://wibest.in/restaurants/mangalore/
Pabbas Ideal Ice Cream,Mangalore,Desserts | Ice Cream | Sweets,4.5,Under Rs 500,Lalbagh Main Road,Yes,https://wibest.in/restaurants/mangalore/
Hotel Janatha Deluxe,Mangalore,Mangalorean | Vegetarian | South Indian,4.3,Under Rs 500,"K S Rao Road, Hampankatta",Yes,https://wibest.in/restaurants/mangalore/
Panchakajjaya,Mangalore,Mangalorean | South Indian | Vegetarian,4.4,Under Rs 500,"Balmatta, near Kankanady",Yes,https://wibest.in/restaurants/mangalore/
Liquid Lounge,Mangalore,Cafe | Continental | Italian,4.3,Rs 500-2000,"Bharath Mall, Bejai",No,https://wibest.in/restaurants/mangalore/
