name,city,type,beds,rating,specialties,nabh,address,source
Sri Ramakrishna Hospital,Coimbatore,Private,540,4.4,Cardiac Sciences | Neurology | Oncology | General Medicine,true,"395, Sarojini Naidu Road, Coimbatore 641044",https://wibest.in/hospitals/coimbatore/
Coimbatore Medical College Hospital,Coimbatore,Government,1050,4.1,General Medicine | Surgery | Orthopedics | Paediatrics | Trauma,true,"Trichy Road, Coimbatore 641018",https://wibest.in/hospitals/coimbatore/
GEM Hospital,Coimbatore,Private,200,4.5,Gastroenterology | Bariatric Surgery | Liver Transplant,true,"45/A, Pankaja Mill Road, Ramanathapuram, Coimbatore 641045",https://wibest.in/hospitals/coimbatore/
Royal Care Super Speciality Hospital,Coimbatore,Private,300,4.3,Cardiac Sciences | Neurology | Orthopedics | Oncology,true,"Neelambur, Sulur, Coimbatore 641062",https://wibest.in/hospitals/coimbatore/
Sri Kuppuswamy Naidu Memorial Hospital (KMH),Coimbatore,Trust,350,4.4,Cardiac Sciences | Orthopedics | General Medicine | Paediatrics,true,"Pappanaickenpalayam, Coimbatore 641037",https://wibest.in/hospitals/coimbatore/
Aravind Eye Hospital Coimbatore,Coimbatore,Trust,250,4.7,Eye Care | Cataract | Retina,true,"Avinashi Road, Civil Aerodrome Post, Coimbatore 641014",https://wibest.in/hospitals/coimbatore/
Lotus Eye Hospital Coimbatore,Coimbatore,Private,120,4.5,Eye Care | Cataract | Retina | Cornea,true,"77, R T O Road, Avinashi Road, Coimbatore 641014",https://wibest.in/hospitals/coimbatore/
Bombay Hospital Indore,Indore,Private,600,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics | Transplant,true,"Eastern Ring Road, Vijay Nagar, Indore 452010",https://wibest.in/hospitals/indore/
Choithram Hospital,Indore,Trust,800,4.5,Cardiac Sciences | Neurology | Oncology | Orthopedics | Gynaecology,true,"5, Manik Bagh Road, Indore 452014",https://wibest.in/hospitals/indore/
Sri Aurobindo Institute of Medical Sciences (SAIMS),Indore,Trust,1500,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics | Transplant,true,"Indore-Ujjain Highway, Bhanwarasla Road, Indore 453555",https://wibest.in/hospitals/indore/
Apollo Hospital Indore,Indore,Private,340,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics,true,"Scheme No 74C, Sector D, Vijay Nagar, Indore 452010",https://wibest.in/hospitals/indore/
Medanta Hospital Indore,Indore,Private,300,4.5,Cardiac Sciences | Neurology | Oncology | Orthopedics | Liver Transplant,true,"Eastern Ring Road, Indore 452010",https://wibest.in/hospitals/indore/
Mahatma Gandhi Memorial (MGM) Medical College,Indore,Government,1100,4.0,General Medicine | Surgery | Orthopedics | Paediatrics | Trauma,true,"AB Road, Indore 452001",https://wibest.in/hospitals/indore/
CHL Hospital Indore,Indore,Private,300,4.3,Cardiac Sciences | Neurology | Orthopedics | Gynaecology,true,"AB Road, Sai Ram Nagar, Indore 452008",https://wibest.in/hospitals/indore/
Care CHL Hospital Indore,Indore,Private,200,4.3,Cardiac Sciences | Orthopedics | Gynaecology | Paediatrics,true,"AB Road, Indore 452008",https://wibest.in/hospitals/indore/
Greater Kailash Hospital Indore,Indore,Private,180,4.2,Cardiac Sciences | Orthopedics | General Medicine | Gynaecology,true,"Old Palasia, Indore 452001",https://wibest.in/hospitals/indore/
Eye Retina Hospital Indore,Indore,Private,50,4.6,Eye Care | Retina | Cataract,true,"AB Road, Indore 452001",https://wibest.in/hospitals/indore/
Sawai Man Singh (SMS) Hospital,Jaipur,Government,2400,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics | Trauma | Transplant,true,"JLN Marg, Jaipur 302004",https://wibest.in/hospitals/jaipur/
Fortis Escorts Hospital Jaipur,Jaipur,Private,200,4.5,Cardiac Sciences | Cardiac Surgery | Vascular Surgery,true,"JLN Marg, Malviya Nagar, Jaipur 302017",https://wibest.in/hospitals/jaipur/
Eternal Hospital,Jaipur,Private,200,4.4,Cardiac Sciences | Cardiac Surgery | Neurology | Critical Care,true,"3A, Jagatpura Road, Near Jawahar Circle, Jaipur 302017",https://wibest.in/hospitals/jaipur/
Narayana Multispeciality Hospital Jaipur,Jaipur,Private,200,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics,true,"Sector 28, Pratap Nagar, Tonk Road, Jaipur 302033",https://wibest.in/hospitals/jaipur/
Bhagwan Mahaveer Cancer Hospital,Jaipur,Trust,300,4.5,Oncology | Surgical Oncology | Radiation Oncology | Bone Marrow Transplant,true,"JLN Marg, Jaipur 302017",https://wibest.in/hospitals/jaipur/
Soni Hospital,Jaipur,Private,250,4.3,Cardiac Sciences | Orthopedics | Gynaecology | General Medicine,true,"38, Kanota Bagh, JLN Marg, Jaipur 302004",https://wibest.in/hospitals/jaipur/
Manipal Hospital Jaipur,Jaipur,Private,225,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics | Liver Transplant,true,"Sector 5, Vidhyadhar Nagar, Jaipur 302039",https://wibest.in/hospitals/jaipur/
CK Birla Hospital Jaipur,Jaipur,Private,160,4.4,Cardiac Sciences | Neurology | Oncology | Gynaecology,true,"Gopalpura Bypass, Riddhi Siddhi Choraha, Jaipur 302018",https://wibest.in/hospitals/jaipur/
EHCC Hospital Jaipur,Jaipur,Private,100,4.4,Cardiac Sciences | Cardiac Surgery | Critical Care,true,"Adjacent Eternal Hospital, Jagatpura Road, Jaipur 302017",https://wibest.in/hospitals/jaipur/
Rukmani Birla Hospital,Jaipur,Private,120,4.3,Cardiac Sciences | Orthopedics | General Medicine | Gynaecology,true,"Gopalpura Bypass, Triveni Nagar, Jaipur 302018",https://wibest.in/hospitals/jaipur/
Amrita Institute of Medical Sciences (AIMS Kochi),Kochi,Trust,1450,4.7,Cardiac Sciences | Neurology | Oncology | Transplant | Robotic Surgery,true,"AIMS Ponekkara P O, Kochi 682041",https://wibest.in/hospitals/kochi/
Aster Medcity Kochi,Kochi,Private,670,4.6,Cardiac Sciences | Neurology | Oncology | Liver Transplant | Robotic Surgery,true,"Kuttisahib Road, Cheranalloor, South Chittoor, Kochi 682027",https://wibest.in/hospitals/kochi/
Lakeshore Hospital Kochi,Kochi,Private,450,4.5,Gastroenterology | Liver Transplant | Cardiac Sciences | Orthopedics,true,"NH Bypass, Maradu, Kochi 682304",https://wibest.in/hospitals/kochi/
VPS Lakeshore Hospital,Kochi,Private,330,4.5,Cardiac Sciences | Neurology | Oncology | Gynaecology,true,"Maradu, NH Bypass, Kochi 682304",https://wibest.in/hospitals/kochi/
Medical Trust Hospital Kochi,Kochi,Trust,600,4.4,Cardiac Sciences | Neurology | Orthopedics | Gastroenterology | Gynaecology,true,"M G Road, Kochi 682016",https://wibest.in/hospitals/kochi/
Renai Medicity,Kochi,Private,300,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics,true,"Palarivattom, Kochi 682025",https://wibest.in/hospitals/kochi/
Lisie Hospital,Kochi,Trust,500,4.5,Cardiac Sciences | Cardiac Surgery | Orthopedics | Paediatrics,true,"Lisie Junction, Ernakulam, Kochi 682018",https://wibest.in/hospitals/kochi/
Specialists' Hospital Kochi,Kochi,Private,200,4.4,Cardiac Sciences | Orthopedics | Gynaecology | General Medicine,true,"Ernakulam North, Kochi 682018",https://wibest.in/hospitals/kochi/
Welcare Hospital Kochi,Kochi,Private,200,4.3,Cardiac Sciences | Orthopedics | Gynaecology | Paediatrics,true,"Vyttila, Kochi 682019",https://wibest.in/hospitals/kochi/
Medical Trust Hospital Cochin Cardiac Centre,Kochi,Trust,120,4.5,Cardiac Sciences | Cardiac Surgery,true,"M G Road, Kochi 682016",https://wibest.in/hospitals/kochi/
Sanjay Gandhi Postgraduate Institute of Medical Sciences (SGPGIMS),Lucknow,Government,1080,4.7,Cardiac Sciences | Neurology | Oncology | Transplant | Liver Transplant,true,"Raebareli Road, Lucknow 226014",https://wibest.in/hospitals/lucknow/
King George's Medical University (KGMU),Lucknow,Government,4500,4.5,Cardiac Sciences | Neurology | Oncology | Orthopedics | Trauma | Paediatrics,true,"Chowk, Lucknow 226003",https://wibest.in/hospitals/lucknow/
Medanta Lucknow,Lucknow,Private,450,4.6,Cardiac Sciences | Neurology | Oncology | Liver Transplant | Robotic Surgery,true,"Sector A, Pocket 1, Sushant Golf City, Lucknow 226030",https://wibest.in/hospitals/lucknow/
Apollomedics Super Speciality Hospital Lucknow,Lucknow,Private,340,4.5,Cardiac Sciences | Neurology | Oncology | Orthopedics,true,"Kanpur Road, Lucknow 226012",https://wibest.in/hospitals/lucknow/
Sahara Hospital,Lucknow,Private,325,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics | Gastroenterology,true,"Viraj Khand, Gomti Nagar, Lucknow 226010",https://wibest.in/hospitals/lucknow/
Mayo Medical Centre,Lucknow,Private,170,4.3,Cardiac Sciences | Orthopedics | Gynaecology | Paediatrics,true,"Faizabad Road, Indira Nagar, Lucknow 226016",https://wibest.in/hospitals/lucknow/
Vivekananda Polyclinic and Institute of Medical Sciences,Lucknow,Trust,300,4.4,General Medicine | Cardiac Sciences | Orthopedics | Surgery,true,"5, Vivekananda Marg, Nirala Nagar, Lucknow 226020",https://wibest.in/hospitals/lucknow/
Charak Hospital,Lucknow,Private,200,4.3,Cardiac Sciences | Orthopedics | Gynaecology | General Medicine,true,"Hardoi Road, Dubagga, Lucknow 226003",https://wibest.in/hospitals/lucknow/
Era's Lucknow Medical College Hospital,Lucknow,Trust,830,4.2,Cardiac Sciences | Neurology | Orthopedics | General Medicine | Paediatrics,true,"Sarfarazganj, Hardoi Road, Lucknow 226003",https://wibest.in/hospitals/lucknow/
Regency Hospital Lucknow,Lucknow,Private,200,4.3,Cardiac Sciences | Orthopedics | Gynaecology | Critical Care,true,"Tedhi Pulia, Sitapur Road, Lucknow 226020",https://wibest.in/hospitals/lucknow/
Apollo Hospitals Visakhapatnam,Visakhapatnam,Private,255,4.5,Cardiac Sciences | Neurology | Oncology | Orthopedics | Transplant,true,"Health City, Arilova, Visakhapatnam 530040",https://wibest.in/hospitals/visakhapatnam/
KIMS ICON Hospital Visakhapatnam,Visakhapatnam,Private,300,4.5,Cardiac Sciences | Neurology | Oncology | Orthopedics,true,"Beach Road, Sheelanagar, Visakhapatnam 530012",https://wibest.in/hospitals/visakhapatnam/
Care Hospitals Visakhapatnam,Visakhapatnam,Private,200,4.4,Cardiac Sciences | Neurology | Orthopedics | Gastroenterology,true,"Ramnagar, Visakhapatnam 530002",https://wibest.in/hospitals/visakhapatnam/
Seven Hills Hospital Visakhapatnam,Visakhapatnam,Private,300,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics,true,"Rockdale Layout, Visakhapatnam 530002",https://wibest.in/hospitals/visakhapatnam/
Andhra Medical College / King George Hospital,Visakhapatnam,Government,1100,4.1,General Medicine | Surgery | Orthopedics | Paediatrics | Cardiac Sciences,true,"Maharani Peta, Visakhapatnam 530002",https://wibest.in/hospitals/visakhapatnam/
Medicover Hospitals Visakhapatnam,Visakhapatnam,Private,200,4.3,Cardiac Sciences | Neurology | Orthopedics | IVF,true,"Beach Road, Maharani Peta, Visakhapatnam 530002",https://wibest.in/hospitals/visakhapatnam/
Indus Hospitals,Visakhapatnam,Private,170,4.4,Orthopedics | Joint Replacement | Spine | Sports Medicine,true,"Sheela Nagar, Visakhapatnam 530012",https://wibest.in/hospitals/visakhapatnam/
Queen's NRI Hospital,Visakhapatnam,Private,150,4.3,Cardiac Sciences | Orthopedics | Gynaecology | General Medicine,true,"Seethamadhara, Visakhapatnam 530013",https://wibest.in/hospitals/visakhapatnam/
Visakha Hospital and Diagnostics,Visakhapatnam,Private,120,4.3,Cardiac Sciences | Orthopedics | Gynaecology | General Medicine,true,"Daba Gardens, Visakhapatnam 530020",https://wibest.in/hospitals/visakhapatnam/
L V Prasad Eye Institute Visakhapatnam,Visakhapatnam,Trust,80,4.7,Eye Care | Cataract | Retina | Cornea | Glaucoma,true,"Mithila Nagar, Visakhapatnam 530013",https://wibest.in/hospitals/visakhapatnam/
AIIMS Bhopal,Bhopal,Government,960,4.5,Cardiac Sciences | Neurology | Oncology | Orthopedics | Trauma,true,"Saket Nagar, Bhopal 462020",https://wibest.in/hospitals/bhopal/
Bansal Hospital Bhopal,Bhopal,Private,300,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics | Gastroenterology,true,"C-Sector, Shahpura, Bhopal 462016",https://wibest.in/hospitals/bhopal/
Chirayu Medical College and Hospital,Bhopal,Trust,1100,4.3,Cardiac Sciences | Neurology | Oncology | Orthopedics | Paediatrics,true,"Bairagarh, Bhopal 462030",https://wibest.in/hospitals/bhopal/
L.B.S. Hospital Bhopal,Bhopal,Private,200,4.2,Cardiac Sciences | Orthopedics | General Medicine | Gynaecology,true,"Habibganj, Bhopal 462024",https://wibest.in/hospitals/bhopal/
Hamidia Hospital,Bhopal,Government,850,4.0,General Medicine | Surgery | Orthopedics | Paediatrics | Trauma,true,"Royal Market, Bhopal 462001",https://wibest.in/hospitals/bhopal/
Kasturba Hospital Bhopal,Bhopal,Trust,200,4.3,Cardiac Sciences | Orthopedics | Gynaecology | Paediatrics,true,"Kalpana Nagar, Bhopal 462023",https://wibest.in/hospitals/bhopal/
Apollo Sage Hospital Bhopal,Bhopal,Private,120,4.4,Cardiac Sciences | Neurology | Orthopedics | Oncology,true,"E-1, Karond Square, Bhopal 462023",https://wibest.in/hospitals/bhopal/
Siddhanta Red Cross Super Speciality Hospital,Bhopal,Trust,150,4.3,Cardiac Sciences | Orthopedics | Gastroenterology | General Medicine,true,"E-8 Extension, Trilanga, Bhopal 462039",https://wibest.in/hospitals/bhopal/
AIIMS Nagpur,Nagpur,Government,960,4.5,Cardiac Sciences | Neurology | Oncology | Orthopedics | Trauma,true,"MIHAN, Nagpur 441108",https://wibest.in/hospitals/nagpur/
Wockhardt Hospital Nagpur,Nagpur,Private,200,4.4,Cardiac Sciences | Cardiac Surgery | Neurology | Orthopedics,true,"Shankar Nagar Square, Nagpur 440010",https://wibest.in/hospitals/nagpur/
Orange City Hospital,Nagpur,Private,200,4.3,Cardiac Sciences | Neurology | Oncology | Orthopedics | Gastroenterology,true,"19, Pande Layout, Nagpur 440015",https://wibest.in/hospitals/nagpur/
CIIMS Hospital Nagpur,Nagpur,Trust,200,4.3,Cardiac Sciences | Cardiac Surgery | Critical Care | Neurology,true,"88/2, Bajaj Nagar, Nagpur 440010",https://wibest.in/hospitals/nagpur/
Government Medical College Nagpur,Nagpur,Government,1850,4.1,General Medicine | Surgery | Orthopedics | Paediatrics | Trauma | Cardiac Sciences,true,"Hanuman Nagar, Nagpur 440003",https://wibest.in/hospitals/nagpur/
NKP Salve Institute of Medical Sciences,Nagpur,Trust,850,4.2,General Medicine | Surgery | Cardiac Sciences | Orthopedics | Paediatrics,true,"Digdoh Hills, Hingna Road, Nagpur 440019",https://wibest.in/hospitals/nagpur/
Alexis Hospital Nagpur,Nagpur,Private,225,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics | Liver Transplant,true,"Mankapur Square, Koradi Road, Nagpur 440030",https://wibest.in/hospitals/nagpur/
NMS Multispeciality Hospital,Nagpur,Private,150,4.3,Cardiac Sciences | Orthopedics | Gynaecology | General Medicine,true,"Wardha Road, Nagpur 440015",https://wibest.in/hospitals/nagpur/
JSS Hospital Mysore,Mysore,Trust,1800,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics | Paediatrics | Transplant,true,"M G Road, Mysore 570004",https://wibest.in/hospitals/mysore/
Apollo BGS Hospital Mysore,Mysore,Private,200,4.5,Cardiac Sciences | Neurology | Oncology | Orthopedics | Robotic Surgery,true,"Adichunchanagiri Road, Mysore 570023",https://wibest.in/hospitals/mysore/
Columbia Asia Hospital Mysore,Mysore,Private,140,4.4,Cardiac Sciences | Orthopedics | Gynaecology | Paediatrics,true,"Vijayanagar 1st Stage, Mysore 570017",https://wibest.in/hospitals/mysore/
Manipal Hospital Mysore,Mysore,Private,150,4.4,Cardiac Sciences | Neurology | Orthopedics | Gastroenterology,true,"Bannimantap A Layout, Mysore 570015",https://wibest.in/hospitals/mysore/
K R Hospital Mysore,Mysore,Government,850,4.0,General Medicine | Surgery | Orthopedics | Paediatrics | Trauma,true,"Sayyaji Rao Road, Mysore 570001",https://wibest.in/hospitals/mysore/
Vikram Hospital Mysore,Mysore,Private,150,4.3,Cardiac Sciences | Neurology | Orthopedics | General Medicine,true,"Yadavagiri, Mysore 570020",https://wibest.in/hospitals/mysore/
Cauvery Hospital Mysore,Mysore,Private,120,4.3,Cardiac Sciences | Orthopedics | Gynaecology | General Medicine,true,"M G Road, Mysore 570001",https://wibest.in/hospitals/mysore/
Bharath Hospital and Institute of Oncology,Mysore,Private,200,4.5,Oncology | Surgical Oncology | Radiation Oncology,true,"15, Bogadi Layout, Mysore 570026",https://wibest.in/hospitals/mysore/
Sterling Hospital Vadodara,Vadodara,Private,200,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics | Liver Transplant,true,"Race Course Road, Gotri, Vadodara 390021",https://wibest.in/hospitals/vadodara/
Bhailal Amin General Hospital,Vadodara,Trust,380,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics | Gastroenterology,true,"Sarabhai Compound, Bhailal Amin Marg, Vadodara 390003",https://wibest.in/hospitals/vadodara/
Sayaji Hospital,Vadodara,Government,1500,4.0,General Medicine | Surgery | Orthopedics | Paediatrics | Trauma | Cardiac Sciences,true,"Anandpura, Vadodara 390001",https://wibest.in/hospitals/vadodara/
Kailash Cancer Hospital,Vadodara,Trust,200,4.5,Oncology | Surgical Oncology | Radiation Oncology | Bone Marrow Transplant,true,"Goraj, Tal. Waghodia, Vadodara 391760",https://wibest.in/hospitals/vadodara/
Sunshine Global Hospital Vadodara,Vadodara,Private,150,4.4,Cardiac Sciences | Neurology | Orthopedics | Gastroenterology,true,"OP Road, Vadodara 390020",https://wibest.in/hospitals/vadodara/
Narhari Multispeciality Hospital,Vadodara,Private,120,4.3,Cardiac Sciences | Orthopedics | Gynaecology | General Medicine,true,"Akota, Vadodara 390020",https://wibest.in/hospitals/vadodara/
GMERS Medical College Vadodara,Vadodara,Government,600,4.0,General Medicine | Surgery | Orthopedics | Paediatrics | Cardiac Sciences,true,"Gotri Road, Vadodara 390021",https://wibest.in/hospitals/vadodara/
Apollo Hospital Vadodara,Vadodara,Private,200,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics,true,"Vasna-Bhayli Road, Vadodara 391410",https://wibest.in/hospitals/vadodara/
AIIMS Patna,Patna,Government,960,4.5,Cardiac Sciences | Neurology | Oncology | Orthopedics | Trauma | Transplant,true,"Phulwari Sharif, Patna 801507",https://wibest.in/hospitals/patna/
Patna Medical College Hospital,Patna,Government,1750,4.0,General Medicine | Surgery | Orthopedics | Paediatrics | Cardiac Sciences | Trauma,true,"Ashok Rajpath, Patna 800004",https://wibest.in/hospitals/patna/
Paras HMRI Hospital Patna,Patna,Private,300,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics | Gastroenterology,true,"Raja Bazar, Bailey Road, Patna 800014",https://wibest.in/hospitals/patna/
Ruban Memorial Hospital,Patna,Private,200,4.3,Cardiac Sciences | Neurology | Orthopedics | Gynaecology,true,"Patliputra Road, Patna 800013",https://wibest.in/hospitals/patna/
Big Apollo Spectra Hospital,Patna,Private,150,4.3,Cardiac Sciences | Neurology | Orthopedics | General Medicine,true,"Behind Hartali Mor, Kankarbagh, Patna 800020",https://wibest.in/hospitals/patna/
Mediversal Multi Super Speciality Hospital,Patna,Private,200,4.4,Cardiac Sciences | Neurology | Oncology | Orthopedics,true,"Bypass Road, Patna 800027",https://wibest.in/hospitals/patna/
Rajeshwar Hospital Patna,Patna,Private,120,4.2,Cardiac Sciences | Orthopedics | Gynaecology | General Medicine,true,"Boring Road, Patna 800001",https://wibest.in/hospitals/patna/
IGIMS Patna,Patna,Government,1100,4.2,Cardiac Sciences | Neurology | Oncology | Orthopedics | Transplant,true,"Sheikhpura, Patna 800014",https://wibest.in/hospitals/patna/
People's Hospital Bhopal,Bhopal,Private,850,4.2,Cardiology | Neurology | Oncology | Nephrology | Orthopedics,true,"Bhanpur, Bhopal 462037",https://wibest.in/hospitals/bhopal/
Hamidia Hospital Bhopal,Bhopal,Government,780,3.9,General Medicine | Surgery | Gynaecology | Paediatrics | Trauma,false,"Royal Market, Bhopal 462001",https://wibest.in/hospitals/bhopal/
Siddhanta Red Cross Hospital,Bhopal,Private,200,4.3,Cardiology | Pulmonology | Critical Care | Internal Medicine,true,"E-7/12, Arera Colony, Bhopal 462016",https://wibest.in/hospitals/bhopal/
Jawahar Lal Nehru Cancer Hospital,Bhopal,Trust,240,4.4,Oncology | Radiation Oncology | Surgical Oncology | Palliative Care,true,"Idgah Hills, Bhopal 462001",https://wibest.in/hospitals/bhopal/
NKP Salve Institute of Medical Sciences,Nagpur,Private,850,4.3,Cardiology | Neurosurgery | Oncology | Nephrology | Orthopedics,true,"Hanuman Nagar, Digdoh Hills, Nagpur 440019",https://wibest.in/hospitals/nagpur/
Wockhardt Hospital Nagpur,Nagpur,Private,340,4.4,Cardiology | Cardiac Surgery | Neurosciences | Orthopedics | Bariatric Surgery,true,"North Ambazari Road, Shankar Nagar, Nagpur 440010",https://wibest.in/hospitals/nagpur/
Care Hospital Nagpur,Nagpur,Private,280,4.3,Cardiology | Cardiothoracic Surgery | Nephrology | Renal Transplant | Critical Care,true,"3, Farmland, Ramdaspeth, Nagpur 440010",https://wibest.in/hospitals/nagpur/
Orange City Hospital,Nagpur,Private,200,4.2,Cardiology | Neurology | Gastroenterology | Orthopedics | Diabetology,true,"19 Pande Layout, Khamla, Nagpur 440025",https://wibest.in/hospitals/nagpur/
Apollo BGS Hospital Mysuru,Mysore,Private,200,4.4,Cardiology | Neurology | Oncology | Orthopedics | Renal Sciences,true,"Adichunchanagiri Road, Kuvempu Nagar, Mysuru 570023",https://wibest.in/hospitals/mysore/
JSS Hospital Mysuru,Mysore,Trust,1800,4.3,Cardiology | Neurosurgery | Oncology | Nephrology | Transplant,true,"M G Road, Mysuru 570004",https://wibest.in/hospitals/mysore/
Manipal Hospital Mysuru,Mysore,Private,140,4.3,Cardiology | Neurology | Orthopedics | Gastroenterology | Critical Care,true,"Bannimantap, Mysuru 570015",https://wibest.in/hospitals/mysore/
Columbia Asia Mysuru,Mysore,Private,90,4.2,Cardiology | Internal Medicine | Orthopedics | Paediatrics | Gynaecology,true,"Bannimantap A Layout, Mysuru 570015",https://wibest.in/hospitals/mysore/
Sterling Hospital Vadodara,Vadodara,Private,240,4.3,Cardiology | Cardiac Surgery | Oncology | Orthopedics | Nephrology,true,"Race Course Road, Alkapuri, Vadodara 390007",https://wibest.in/hospitals/vadodara/
Bhailal Amin General Hospital,Vadodara,Trust,300,4.2,General Medicine | Cardiology | Orthopedics | Neurology | Gynaecology,true,"Sevasi Sankheda Road, Vadodara 391101",https://wibest.in/hospitals/vadodara/
Sunshine Global Hospital,Vadodara,Private,175,4.4,Cardiology | Neurosciences | Orthopedics | Bariatric Surgery | IVF,true,"Manjalpur, Vadodara 390011",https://wibest.in/hospitals/vadodara/
Tristar Hospital Vadodara,Vadodara,Private,90,4.2,Cardiology | Orthopedics | General Surgery | Internal Medicine | Critical Care,true,"Karelibaug, Vadodara 390018",https://wibest.in/hospitals/vadodara/
AIIMS Patna,Patna,Government,960,4.4,Cardiac Sciences | Neurology | Oncology | Nephrology | Trauma,false,"Phulwari Sharif, Patna 801507",https://wibest.in/hospitals/patna/
IGIMS Patna,Patna,Government,1050,4.2,Cardiology | Cardiothoracic Surgery | Neurology | Oncology | Endocrinology,false,"Sheikhpura, Patna 800014",https://wibest.in/hospitals/patna/
Paras HMRI Hospital Patna,Patna,Private,350,4.3,Cardiology | Cardiac Surgery | Neurosciences | Oncology | Renal Sciences,true,"Raja Bazar, Bailey Road, Patna 800014",https://wibest.in/hospitals/patna/
Ruban Memorial Hospital,Patna,Private,200,4.2,Cardiology | Neurology | Gastroenterology | Orthopedics | Nephrology,true,"Patliputra Colony, Patna 800013",https://wibest.in/hospitals/patna/
Artemis Hospital Gurugram,Gurugram,Private,550,4.5,Cardiology | Neurosurgery | Oncology | Renal Transplant | Robotics,true,"Sector 51, Gurugram 122001",https://wibest.in/hospitals/gurugram/
Max Hospital Gurugram,Gurugram,Private,300,4.4,Cardiology | Oncology | Neurosciences | Orthopedics | Renal Sciences,true,"B Block, Sushant Lok 1, Gurugram 122002",https://wibest.in/hospitals/gurugram/
Paras Hospital Gurugram,Gurugram,Private,300,4.3,Cardiology | Neurosciences | Oncology | Orthopedics | Liver Transplant,true,"C-1, Sushant Lok 1, Gurugram 122002",https://wibest.in/hospitals/gurugram/
Manipal Hospitals Gurugram,Gurugram,Private,380,4.3,Cardiology | Cardiothoracic Surgery | Oncology | Neurosciences | Gastroenterology,true,"Sector 6, Palam Vihar, Gurugram 122017",https://wibest.in/hospitals/gurugram/
Fortis Hospital Noida,Noida,Private,200,4.4,Cardiology | Neurosciences | Oncology | Orthopedics | Renal Sciences,true,"B-22, Sector 62, Noida 201301",https://wibest.in/hospitals/noida/
Apollo Hospital Noida,Noida,Private,300,4.4,Cardiology | Cardiac Surgery | Neurosciences | Oncology | Transplant,true,"E-2, Sector 26, Noida 201301",https://wibest.in/hospitals/noida/
Max Super Speciality Noida,Noida,Private,200,4.3,Cardiology | Oncology | Neurosciences | Orthopedics | Critical Care,true,"A-364, Sector 19, Noida 201301",https://wibest.in/hospitals/noida/
Felix Hospital Noida,Noida,Private,200,4.2,Cardiology | Neurology | Orthopedics | Gynaecology | Paediatrics,true,"NH-1, Sector 137, Noida 201301",https://wibest.in/hospitals/noida/
Jaypee Hospital Noida,Noida,Private,1200,4.3,Cardiology | Cardiothoracic Surgery | Oncology | Neurosciences | Liver Transplant,true,"Sector 128, Noida 201304",https://wibest.in/hospitals/noida/
Asian Institute of Medical Sciences,Faridabad,Private,450,4.4,Cardiology | Neurosciences | Oncology | Orthopedics | Renal Sciences,true,"Sector 21A, Faridabad 121001",https://wibest.in/hospitals/faridabad/
Sarvodaya Hospital,Faridabad,Private,300,4.3,Cardiology | Neurology | Oncology | Orthopedics | Gastroenterology,true,"YMCA Road, Sector 8, Faridabad 121006",https://wibest.in/hospitals/faridabad/
Fortis Escorts Faridabad,Faridabad,Private,210,4.3,Cardiology | Cardiac Surgery | Neurosciences | Orthopedics,true,"Neelam Bata Road, Faridabad 121001",https://wibest.in/hospitals/faridabad/
QRG Health City,Faridabad,Private,325,4.2,Cardiology | Neurology | Oncology | Orthopedics | Gastroenterology,true,"Sector 16, Faridabad 121002",https://wibest.in/hospitals/faridabad/
Metro Hospital Faridabad,Faridabad,Private,250,4.2,Cardiology | Cardiac Surgery | Neurology | Orthopedics | Gynaecology,true,"Sector 16A, Faridabad 121002",https://wibest.in/hospitals/faridabad/
ESIC Medical College Faridabad,Faridabad,Government,510,4.0,General Medicine | Cardiology | Surgery | Orthopedics | Trauma,false,"NH-3, NIT, Faridabad 121001",https://wibest.in/hospitals/faridabad/
Apollo Hospital Navi Mumbai,Navi Mumbai,Private,500,4.4,Cardiology | Cardiac Surgery | Oncology | Neurosciences | Transplant,true,"Plot 13, Parsik Hill Road, CBD Belapur, Navi Mumbai 400614",https://wibest.in/hospitals/navi-mumbai/
Fortis Hiranandani Hospital,Navi Mumbai,Private,170,4.3,Cardiology | Neurosciences | Oncology | Orthopedics | Gastroenterology,true,"Mini Sea Shore Road, Sector 10A, Vashi, Navi Mumbai 400703",https://wibest.in/hospitals/navi-mumbai/
MGM Hospital Vashi,Navi Mumbai,Trust,600,4.2,Cardiology | Neurology | Oncology | Orthopedics | Trauma,true,"Sector 1, Kamothe, Navi Mumbai 410209",https://wibest.in/hospitals/navi-mumbai/
